0	2.0963
1	1.9649
2	2.0407
3	2.1968
4	2.2510
5	2.4097
6	2.5137
7	3.6644
8	3.6220
9	2.2412
10	1.6477
11	2.0185
12	2.0326
13	2.1449
14	2.0698
15	2.1913
16	2.2092
17	2.2327
18	2.8078
19	2.7017
20	2.8524
21	2.3620
22	2.4524
23	3.4270
24	3.8544
25	3.1580
26	2.8776
27	4.8389
28	3.4795
29	2.2312
30	3.0789
31	2.3702
32	2.3196
33	2.1878
34	2.3774
35	2.9117
36	2.9087
37	2.7642
38	2.6001
39	2.4092
40	2.4455
41	2.2165
42	2.7150
43	2.6227
44	1.8907
45	2.0148
46	1.3052
47	1.2334
48	2.6813
49	2.1158
50	2.1515
51	2.9584
52	4.6167
53	5.1220
54	5.8117
55	6.6084
56	5.3413
57	5.1503
58	3.5580
59	3.5871
60	3.6580
61	2.2076
62	1.3438
63	0.6958
64	0.4188
65	0.4893
66	1.1341
67	2.1049
68	2.0213
69	1.8795
70	2.4379
71	2.5948
72	2.0331
73	1.9808
74	2.2593
75	2.1818
76	2.0900
77	2.3431
78	2.5800
79	3.3323
80	2.9104
81	3.1559
82	3.4731
83	3.9833
84	3.7807
85	3.1755
86	3.0657
87	3.2851
88	2.8873
89	2.8741
90	2.7988
91	2.8414
92	3.0531
93	2.5102
94	3.0776
95	3.1094
96	2.9582
97	2.8250
98	2.8319
99	2.8226
100	2.9755
101	2.7629
102	2.4501
103	2.6059
104	2.6500
105	2.3600
106	2.0901
107	2.0138
108	1.8304
109	1.5564
110	2.0393
111	2.0042
112	1.2301
113	1.1319
114	1.6590
115	1.5800
116	0.8325
117	1.3376
118	1.2559
119	1.2237
120	1.4709
121	1.9559
122	2.2685
123	2.4491
124	2.4084
125	2.2227
126	2.1412
127	2.1337
128	2.0824
129	2.1212
130	2.3954
131	3.8446
132	3.0416
133	2.1979
134	1.9299
135	1.7663
136	1.9827
137	1.7968
138	1.7744
139	1.6249
140	2.1713
141	2.3907
142	3.0696
143	3.2051
144	3.4504
145	2.9304
146	1.7319
147	1.4302
148	0.9447
149	0.9862
150	2.5317
151	3.5914
152	2.7203
153	1.6216
154	1.9297
155	2.2835
156	1.7949
157	1.6343
158	0.9081
159	1.1213
160	1.2298
161	1.4210
162	1.2609
163	1.5029
164	1.5383
165	1.8836
166	2.9683
167	3.0436
168	3.8378
169	4.4272
170	2.8592
171	1.5635
172	0.8225
173	2.3725
174	0.9119
175	3.4558
176	2.5006
177	2.8105
178	2.0199
179	2.4066
180	2.3464
181	1.9503
182	2.1345
183	1.6644
184	1.3527
185	1.3265
186	1.7303
187	1.8275
188	1.4628
189	1.3643
190	1.2411
191	0.5805
192	0.7245
193	0.6753
194	0.5000
195	0.4937
196	1.1920
197	1.0566
198	0.6376
199	0.5214
200	0.4262
201	0.7410
202	1.2343
203	1.0883
204	1.3456
205	1.3532
206	1.2833
207	0.9198
208	1.0605
209	1.2466
210	1.4066
211	1.1302
212	0.8988
213	1.3010
214	0.6190
215	0.8823
216	0.6477
217	0.9264
218	1.0100
219	0.9394
220	1.4795
221	1.6662
222	0.5948
223	0.5672
224	1.0182
225	0.8616
226	1.0149
227	1.3932
228	1.4215
229	1.6928
230	1.5091
231	1.1279
232	1.4201
233	1.5090
234	1.1039
235	0.6646
236	0.7229
237	0.8127
238	0.7167
239	1.8363
240	2.2210
241	3.1695
242	3.3034
243	2.4349
244	1.0934
245	1.0838
246	1.1882
247	0.5975
248	0.4857
249	0.5714
250	0.5404
251	0.9428
252	1.0618
253	0.9574
254	1.2033
255	1.2596
