# Data from files:
#  ../../00_main/18629-19_R211S.psf
#  ../../FEP_F/lambda_01/alchemy01.dcd {}

# RMSD (Angstroms)
# Win | TM bb | S1		S2		S3		S4		2GBI
141		0.7817	0.7528	0.9546	0.8242	0.4871	0.8125
142		0.7555	0.6475	0.7231	0.9293	0.7021	0.7551
143		0.7090	0.6411	0.7148	0.7346	0.7469	0.8681
144		0.7852	0.6384	0.8873	0.9003	0.6707	0.8476
145		0.6625	0.7276	0.6577	0.6733	0.5736	0.7199
146		0.7851	0.7493	0.8622	0.7305	0.7847	1.4981
147		0.7901	0.8769	0.9095	0.6410	0.6671	0.9951
148		0.7836	0.7460	0.8119	0.7667	0.8084	0.9840
149		0.7600	0.8253	0.8433	0.6676	0.6643	0.8328
150		0.7859	0.8112	0.7921	0.6728	0.8559	1.1176
151		0.7408	0.7662	0.8216	0.7142	0.6305	0.9789
152		0.7663	0.7077	0.7018	0.9320	0.7091	0.7167
153		0.6916	0.5545	0.6664	0.9126	0.5845	0.9189
154		0.7957	0.8047	0.7144	0.8540	0.8130	0.7183
155		0.7995	0.6463	0.7961	1.0136	0.7004	0.7961
156		0.9205	0.7667	0.9507	1.1995	0.6758	0.8128
157		0.8046	0.7689	0.7950	1.0007	0.5995	0.9281
158		0.8417	0.6925	0.8246	1.1325	0.6339	0.9211
159		0.9718	0.7731	0.7395	1.3627	0.9223	0.6718
160		0.9432	0.7420	0.7258	1.3837	0.7931	1.0282
161		0.9705	0.7040	0.8058	1.2286	1.0941	0.8838
162		0.9555	0.8531	0.9327	1.1013	0.9274	0.7704
163		0.9320	0.7438	0.7338	1.2230	0.9788	0.8534
164		0.8778	0.8165	0.7892	1.0339	0.8659	0.8652
165		0.8449	0.7066	0.7816	1.0173	0.8615	0.6393
166		0.8189	0.6603	0.7709	1.0013	0.8240	0.6157
167		0.7968	0.8127	0.6629	0.8761	0.8350	0.5726
168		0.7480	0.7378	0.7910	0.8037	0.6393	0.7993
169		0.7625	0.7527	0.7664	0.8667	0.6437	0.3174
170		0.7559	0.7430	0.6672	0.8826	0.7246	0.7413
171		0.9374	0.8808	0.8053	1.2093	0.8102	0.4907
172		0.8950	0.8143	0.9658	0.9267	0.8615	1.0565
173		0.9097	0.9382	0.7417	1.1269	0.7950	0.5236
174		0.8596	0.7416	0.7252	1.1608	0.7533	0.7307
175		0.7472	0.7733	0.7121	0.7905	0.7100	0.8080
176		0.8527	0.6734	0.8087	1.1074	0.7753	0.6351
177		0.8203	0.6435	0.6124	0.9477	1.0394	0.8144
178		0.7769	0.6108	0.7321	0.8887	0.8653	0.5954
179		0.7882	0.6121	0.6019	1.0259	0.8685	0.9005
180		0.8488	0.7469	0.7504	0.9842	0.9109	0.5772
181		0.8162	0.7085	0.6984	1.0908	0.7172	0.9033
182		0.8808	0.7954	0.7881	1.0105	0.9293	0.6252
183		0.8043	0.7194	0.7249	0.9147	0.8587	0.8721
184		0.8078	0.6671	0.7550	0.9954	0.7943	0.5803
185		0.9405	0.8417	0.7399	1.1613	0.9975	0.6926
186		0.9484	0.9108	0.8917	1.0315	0.9641	0.5010
187		0.8581	0.8408	0.8392	0.9476	0.7989	0.7232
188		0.7987	0.7171	0.6958	0.9638	0.8090	0.7738
189		0.8473	0.6900	0.8272	1.0457	0.7995	0.7997
190		0.7551	0.4944	0.7472	0.9922	0.7214	0.9008
191		0.7539	0.5783	0.7477	0.8547	0.8212	0.8403
192		0.8569	0.6776	0.7337	1.0893	0.8964	1.1890
193		0.7546	0.7319	0.7358	0.8831	0.6487	0.7137
194		0.8621	0.7709	0.9116	0.9491	0.8025	0.9246
195		0.6811	0.6685	0.6748	0.7048	0.6774	0.6141
196		0.8871	0.7447	0.8470	1.0835	0.8529	1.0099
197		0.7060	0.6331	0.6894	0.8161	0.6789	0.5699
198		0.8365	0.8232	0.8566	0.9057	0.7478	0.6833
199		0.7839	0.7912	0.9001	0.7611	0.6391	0.8108
200		0.8031	0.8011	0.9281	0.6565	0.7862	0.5422
201		0.8913	0.8874	1.1336	0.6924	0.7449	0.6528
202		0.7496	0.8108	0.8230	0.6831	0.6465	0.7620
203		0.8348	0.8184	0.8222	0.8780	0.8215	0.8265
204		0.8321	0.8739	0.8337	0.7291	0.8810	0.6539
205		0.8539	0.9395	0.8418	0.8439	0.7730	0.6426
206		0.9416	0.9577	0.9419	1.0076	0.8469	0.8472
207		0.8364	0.8978	0.9119	0.7484	0.7546	0.5553
208		0.7954	0.8715	0.8674	0.6267	0.7740	0.9026
209		0.7343	0.7303	0.6505	0.8205	0.7363	0.8646
210		0.8602	0.9083	0.7566	0.9365	0.8350	0.6786
211		0.7522	0.6808	0.7855	0.8173	0.7174	0.8828
212		0.8461	0.9192	0.9820	0.7079	0.7087	1.0177
213		0.7238	0.7025	0.7474	0.7709	0.6664	0.9071
214		0.6976	0.5283	0.6199	0.8344	0.7894	0.7905
215		0.7483	0.7095	0.6723	0.8362	0.7782	0.6828
216		0.7759	0.6202	0.7975	0.9404	0.7162	1.0394
217		0.7751	0.7146	0.7350	0.9446	0.6853	0.8704
218		0.8633	0.7401	0.9943	0.9247	0.7540	0.9670
219		0.7587	0.7366	0.7113	0.8792	0.6990	1.0715
220		0.8603	0.8891	0.8302	0.8723	0.8491	0.6582
221		0.7819	0.8816	0.7306	0.7224	0.7798	0.7884
222		0.9026	0.7683	1.0222	0.8472	0.9483	0.5764
223		0.9876	1.0451	0.9102	1.0285	0.9641	0.5061
224		0.9990	0.8760	0.9242	1.0836	1.1153	0.6393
225		0.9736	0.8823	0.8777	1.0224	1.1162	0.5562
226		0.9927	0.9238	0.9180	1.1111	1.0212	0.8497
227		1.0300	0.9077	0.7954	1.2129	1.1846	0.6490
228		0.9804	0.9044	0.8340	1.1333	1.0480	1.2085
229		1.0080	0.8617	0.6749	1.2935	1.1390	0.6247
230		1.1125	0.9670	0.9385	1.3099	1.2247	0.5348
231		0.9566	0.9763	0.8016	1.0563	0.9913	1.0213
232		1.1023	1.0388	0.9460	1.3298	1.0801	0.4237
233		1.1284	0.9242	0.8898	1.3422	1.3273	0.6859
234		1.0260	0.8882	0.8988	1.1474	1.1676	0.7688
235		0.9474	0.8139	0.8310	1.0016	1.1384	0.7149
236		0.9672	0.9901	0.8606	0.8793	1.1327	0.6420
237		1.1136	0.9536	1.0186	1.0832	1.3863	0.6869
238		1.2321	0.9617	1.0325	1.5074	1.3902	0.8545
239		1.2709	1.1595	1.0885	1.5257	1.2973	0.6660
240		1.2201	1.0681	1.0813	1.4668	1.2509	0.4558
241		1.1686	0.9839	1.1342	1.2889	1.2649	0.7277
242		1.1372	0.9249	1.1008	1.2902	1.2233	0.7663
243		1.1006	0.9285	0.7845	1.3988	1.2360	0.7207
244		1.1143	0.9581	0.9503	1.3364	1.1987	0.9239
245		1.0297	0.9334	0.8339	1.1963	1.1467	0.5433
246		0.9887	0.8705	0.8109	1.1833	1.0773	0.7140
247		1.0044	0.8206	0.8602	1.2272	1.0884	0.6711
248		1.0894	0.8760	0.9745	1.4007	1.0631	0.8249
249		1.0867	0.9928	1.0204	1.3755	0.9075	0.6067
250		0.9843	0.7998	1.0250	1.1876	0.8855	0.7843
