# Data from files:
#  ../../00_main/18629-19_R211S.psf
#  ../../FEP_F/lambda_01/alchemy01.dcd {}

# RMSD (Angstroms)
# Win | TM bb | S1		S2		S3		S4		2GBI
0		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1		0.5800	0.6171	0.5668	0.5214	0.6095	0.4924
2		0.5108	0.5523	0.5056	0.5387	0.4318	0.7027
3		0.6360	0.6956	0.7082	0.4917	0.6089	0.5228
4		0.5767	0.7136	0.4478	0.4674	0.6378	0.3561
5		0.5799	0.5952	0.4507	0.5788	0.6883	0.4827
6		0.6253	0.5777	0.5900	0.6500	0.6879	0.3782
7		0.5393	0.4888	0.5486	0.6234	0.4856	0.3999
8		0.6156	0.6682	0.5620	0.6028	0.6269	0.5792
9		0.6794	0.7038	0.7138	0.6337	0.6555	0.4840
10		0.6231	0.6352	0.5429	0.7227	0.5837	0.5728
11		0.7241	0.5343	0.6605	0.9185	0.7514	0.2676
12		0.6839	0.4711	0.5521	0.7823	0.8867	0.5446
13		0.7193	0.6238	0.7459	0.7840	0.7176	0.7359
14		0.6540	0.5934	0.5848	0.6896	0.7508	0.4355
15		0.6854	0.6726	0.6163	0.7814	0.6692	1.3313
16		0.7508	0.5391	0.6869	0.7146	1.0177	1.1138
17		0.7888	0.7124	0.8136	0.7697	0.8583	0.6760
18		0.7570	0.5676	0.6413	0.9377	0.8526	0.8151
19		0.6947	0.6308	0.7082	0.7342	0.7052	0.8407
20		0.6901	0.5825	0.6285	0.7608	0.7872	0.9398
21		0.7568	0.6560	0.6686	0.7196	0.9687	0.5460
22		0.8356	1.0022	0.8308	0.7032	0.7578	0.5613
23		0.7420	0.7435	0.6774	0.9565	0.5250	0.8182
24		0.7996	0.7714	0.7088	0.7187	0.9893	0.6465
25		0.6231	0.6106	0.5838	0.6395	0.6630	0.4119
26		0.7867	0.7976	0.8232	0.7086	0.8075	0.7627
27		0.7160	0.6591	0.6893	0.6929	0.8240	0.7445
28		0.7646	0.6751	0.7804	0.7837	0.8189	0.4637
29		0.7169	0.5326	0.5701	0.7896	0.9390	0.5718
30		0.7665	0.7704	0.6190	0.8572	0.8164	0.5216
31		0.7788	0.7659	0.8347	0.7879	0.7131	0.7555
32		0.7943	0.6281	0.8778	0.8166	0.8346	0.6770
33		0.7706	0.6903	0.7994	0.8816	0.6945	0.7592
34		0.7718	0.6425	0.6563	0.8650	0.9149	0.3472
35		0.7476	0.6284	0.6841	0.8436	0.8318	0.6826
36		0.8030	0.8037	0.7589	0.8922	0.7529	0.6942
37		0.7800	0.6309	0.7309	0.9261	0.8204	0.5634
38		0.8059	0.6836	0.8468	0.7779	0.9068	0.8746
39		0.8970	0.8219	0.7465	0.9756	1.0427	0.8183
40		0.8733	0.6955	0.8599	1.0184	0.9046	0.7191
41		0.9096	0.6016	0.9599	1.0618	0.9644	0.6246
42		0.9999	0.9550	0.9873	0.9767	1.0847	0.7017
43		0.9898	0.7383	1.0875	1.1486	0.9375	0.4922
44		0.8829	0.7769	0.8744	0.9871	0.8902	0.6018
45		0.8282	0.6880	0.8246	0.8829	0.9139	0.6055
46		0.6804	0.5777	0.5865	0.8321	0.7137	0.7890
47		0.7500	0.6262	0.6531	0.8589	0.8556	0.8013
48		0.8197	0.7708	0.6502	0.9796	0.8673	0.7053
49		0.7831	0.6126	0.7619	0.8371	0.9106	1.0750
50		0.7173	0.8053	0.7472	0.5032	0.7646	0.8834
51		0.7925	0.7854	0.7620	0.8425	0.7819	0.7502
52		0.7967	0.8201	0.7969	0.8917	0.6512	0.8133
53		0.8477	0.8198	0.9893	0.8605	0.6659	1.1887
54		0.9066	0.7685	1.0290	0.9030	0.9012	0.6277
55		0.8390	0.7984	0.7670	0.7498	1.0310	0.4905
56		0.7989	0.8070	0.7195	0.8098	0.8642	0.7795
57		0.8781	0.7880	0.8615	0.8602	1.0036	0.8337
58		0.8423	0.7901	0.7770	0.8168	0.9869	0.8973
59		0.7536	0.7650	0.7074	0.7468	0.7990	0.7034
60		0.7998	0.8126	0.8396	0.7736	0.7633	0.7357
61		0.8006	0.8453	0.7267	0.5933	0.9961	0.7508
62		0.8810	0.8462	0.8506	0.9566	0.8722	0.6709
63		0.7504	0.7766	0.6895	0.6318	0.8898	0.6967
64		0.7181	0.7544	0.6576	0.6804	0.7796	0.4848
65		0.7575	0.7660	0.7337	0.7197	0.8120	0.7327
66		0.7045	0.7715	0.6438	0.5597	0.8195	0.7715
67		0.8435	0.9649	0.6734	0.7505	0.9596	1.0429
68		0.7030	0.7756	0.6086	0.4257	0.9193	1.1644
69		0.7764	0.7971	0.8387	0.6721	0.7781	1.1193
70		0.7738	0.8023	0.7183	0.6984	0.8723	1.1434
71		0.8097	0.7828	0.6737	0.8868	0.8970	1.0709
72		0.8279	0.7743	0.7580	0.8141	0.9675	0.8993
73		0.7967	0.8035	0.6121	0.9516	0.8031	0.5185
74		0.7264	0.6954	0.6983	0.7750	0.7406	0.4178
75		0.7649	0.6819	0.6580	0.8405	0.8789	0.9322
76		0.8645	0.7800	0.8286	0.9053	0.9489	0.7078
77		0.7459	0.7334	0.5990	0.8046	0.8451	0.6702
78		0.8195	0.7831	0.8122	0.7102	0.9624	0.6909
79		0.7780	0.6052	0.7749	0.8769	0.8429	0.8233
80		0.8315	0.7863	0.7525	0.7917	0.9943	0.7142
81		0.8709	0.8168	0.7693	0.9021	0.9998	0.7153
82		0.8659	0.8408	0.7536	0.9941	0.8733	0.6993
83		0.7962	0.6976	0.7112	0.9648	0.8006	0.7716
84		0.8593	0.8230	0.6639	0.9615	0.9810	0.8622
85		0.7607	0.7365	0.6986	0.8437	0.7663	0.8166
86		0.8770	0.7832	0.9338	0.9131	0.8702	0.7928
87		0.8376	0.7078	0.6421	1.0560	0.9144	0.5273
88		0.8023	0.6855	0.4848	0.8668	1.0989	0.2829
89		0.7569	0.6910	0.5738	0.9076	0.8397	0.7344
90		0.7041	0.6468	0.6049	0.7437	0.8220	0.5942
91		0.7390	0.7287	0.7429	0.7657	0.7173	0.5872
92		0.6863	0.6863	0.6003	0.7505	0.7104	0.6570
93		0.8834	0.7300	0.7119	1.0444	1.0282	0.7256
94		0.7970	0.6774	0.7337	0.9479	0.8205	0.6972
95		0.7970	0.6676	0.7611	0.8965	0.8597	0.3026
96		0.6957	0.7168	0.5931	0.6683	0.8028	0.8241
97		0.8547	0.7482	0.8823	0.8890	0.8971	0.8186
98		0.7402	0.6064	0.7390	0.6989	0.9032	1.0367
99		0.7156	0.5712	0.7789	0.8820	0.5777	1.2935
100		0.7375	0.7344	0.6980	0.7629	0.7589	0.5774
101		0.7876	0.8030	0.7447	0.7934	0.8127	0.4223
102		0.7968	0.7901	0.6907	0.8273	0.8834	1.0860
103		0.8885	0.8054	0.9666	0.8149	0.9534	0.5585
104		0.8268	0.9851	0.7826	0.5790	0.8980	0.7111
105		0.9109	0.8957	0.7247	1.0005	1.0196	0.5502
106		1.0340	0.8756	0.7983	1.1469	1.2889	0.5264
107		1.0011	0.9522	0.7979	1.1080	1.1418	0.8893
108		1.0053	0.8921	0.7779	1.1710	1.1633	0.5027
109		0.9189	0.9083	0.7912	0.9665	1.0146	0.4656
110		0.8796	0.8217	0.7138	0.9664	1.0140	0.5316
111		0.9025	0.8532	0.9553	0.7800	1.0061	0.4891
112		0.8002	0.6396	0.6737	0.8535	1.0141	0.9000
113		0.7491	0.5965	0.7174	0.8737	0.7982	0.7451
114		0.7482	0.7087	0.5603	0.8870	0.8225	0.8193
115		0.7564	0.5684	0.5460	0.7226	1.1078	0.5905
116		0.7712	0.6727	0.6420	0.9203	0.8406	0.6080
117		0.8787	0.9314	0.7854	0.8809	0.9180	0.6750
118		0.7578	0.5435	0.8429	0.9023	0.6923	0.5343
119		0.7117	0.4672	0.6450	0.9125	0.7735	0.9983
120		0.7088	0.6297	0.6687	0.7705	0.7690	0.8939
121		0.6489	0.4810	0.7464	0.6962	0.6399	0.9361
122		0.5632	0.4944	0.6814	0.4337	0.6013	0.8850
123		0.7075	0.6751	0.6640	0.5848	0.8869	0.5857
124		0.6373	0.4261	0.6295	0.6699	0.7920	0.8047
125		0.6858	0.5446	0.6873	0.7623	0.7407	0.9571
126		0.5908	0.5234	0.4456	0.5688	0.7983	0.6843
127		0.7165	0.6498	0.6853	0.7507	0.7847	0.9262
128		0.6519	0.4694	0.6485	0.6884	0.7814	0.9489
129		0.8399	0.6161	1.0560	0.8182	0.7939	1.0624
130		0.7134	0.5541	0.8379	0.7989	0.6126	0.9392
131		0.7120	0.6253	0.7250	0.7315	0.7662	0.6829
132		0.8130	0.6785	0.8106	0.9568	0.7916	0.9114
133		0.6328	0.6578	0.5846	0.7157	0.5621	0.8087
134		0.6223	0.5162	0.7179	0.6318	0.6008	0.5765
135		0.6687	0.5290	0.6255	0.7881	0.7214	0.7079
136		0.7239	0.7208	0.8003	0.7148	0.6372	0.5779
137		0.5766	0.5593	0.6405	0.5325	0.5609	0.8550
138		0.7913	0.6137	0.8577	0.7906	0.8837	0.6536
139		0.6832	0.5671	0.6740	0.7863	0.6983	0.8875
140		0.7837	0.7278	0.9050	0.8020	0.6626	0.8430
