1; 6.73705179; 211_t0_mut0
2; 2.55555556; 211_t0_mut1
3; 7.5;        211_t0_mut2

5; 5.55776892; 112_t0_mut0 
6; 5.93650794; 112_t0_mut1
7; 3.95634921; 112_t0_mut2

9;  3.53386454; 185_t0_mut0 
10; 4.74206349; 185_t0_mut1
11; 5.51587302; 185_t0_mut2
