# version: Jun 20 2018
2;  0;
1;  0;
0;  0.1089;    experiment

-2; -5.0869;    FEP: Arg structure
-3; -5.7614;    

-5; -5.5059;    FEP: Ser structure, restrain R211
-6; -1.3025;
