1;  6.73705179;  211_t0_mut0;  1.21518516
2;  2.55555556;  211_t0_mut1;  0.79737223
3;  7.5;         211_t0_mut2;  1.59239263

5;  5.55776892;  112_t0_mut0;  0.76244613
6;  5.93650794;  112_t0_mut1;  0.80913467
7;  3.95634921;  112_t0_mut2;  0.75203386

9;  3.53386454;  185_t0_mut0;  0.63265126
10; 4.74206349;  185_t0_mut1;  1.30966209
11; 5.51587302;  185_t0_mut2;  0.93633978
